mmsi,split,kind
226216000,Training,Trawler
226230000,Training,Trawler
226243000,Training,Trawler
226254000,Training,Purse seine
226255000,Training,Purse seine
226302000,Training,Cargo/Tanker
226306000,Test,Tug
226307000,Test,Supply
226324000,Training,Cargo/Tanker
226328000,Training,Cargo/Tanker
227004200,Training,Tug
227005220,Training,Tug
227005290,Test,Tug
227007700,Training,Tug
227065620,Training,Passenger
227091690,Training,Passenger
227102900,Training,Trawler
227104700,Training,Trawler
227106400,Test,Trawler
227109600,Training,Trawler
227112700,Training,Trawler
227113500,Training,Trawler
227120500,Training,Trawler
227126480,Training,Passenger
227142200,Training,Purse seine
227143700,Training,Trawler
227144300,Training,Pots and traps
227144600,Training,Trawler
227145600,Training,Purse seine
227145700,Training,Trawler
227145900,Training,Trawler
227146100,Training,Purse seine
227146300,Test,Purse seine
227180120,Training,Passenger
227186000,Training,Passenger
227189090,Training,Passenger
227228010,Test,Passenger
227243670,Training,Passenger
227250430,Training,Passenger
227252510,Training,Passenger
227252840,Training,Passenger
227263240,Training,Passenger
227264890,Training,Passenger
227268760,Training,Passenger
227270280,Training,Passenger
227289650,Training,Passenger
227300430,Training,Trawler
227301110,Training,Pots and traps
227306990,Training,Pots and traps
227309000,Training,Trawler
227312050,Training,Trawler
227314310,Training,Trawler
227315190,Training,Purse seine
227315560,Training,Trawler
227316520,Training,Pots and traps
227316570,Test,Pots and traps
227317800,Training,Passenger
227317810,Training,Trawler
227318010,Training,Purse seine
227318020,Training,Purse seine
227318380,Training,Trawler
227319040,Training,Trawler
227319090,Training,Trawler
227319570,Training,Purse seine
227323670,Training,Passenger
227324000,Training,Trawler
227334670,Training,Passenger
227337000,Training,Trawler
227337610,Test,Passenger
227340840,Test,Passenger
227342080,Training,Passenger
227345840,Training,Passenger
227346000,Training,Pots and traps
227347000,Training,Trawler
227349190,Training,Passenger
227353370,Training,Passenger
227354070,Training,Passenger
227357710,Training,Passenger
227360000,Training,Trawler
227361180,Test,Passenger
227363370,Training,Passenger
227364000,Training,Trawler
227364060,Test,Passenger
227364480,Training,Passenger
227364580,Training,Passenger
227367490,Training,Passenger
227370010,Training,Passenger
227372190,Training,Passenger
227376320,Training,Passenger
227378010,Training,Passenger
227380390,Training,Passenger
227383990,Training,Passenger
227388270,Training,Passenger
227392020,Training,Passenger
227396000,Training,Trawler
227397000,Training,Trawler
227419000,Training,Trawler
227438000,Training,Trawler
227443000,Training,Trawler
227474000,Training,Trawler
227480000,Training,Trawler
227486000,Training,Trawler
227500000,Training,Purse seine
227503000,Training,Purse seine
227504000,Training,Purse seine
227525000,Training,Purse seine
227532150,Training,Passenger
227532160,Training,Passenger
227533000,Training,Trawler
227549000,Training,Purse seine
227549450,Training,Passenger
227550000,Training,Purse seine
227551320,Training,Passenger
227554000,Test,Trawler
227569050,Training,Trawler
227573440,Training,Purse seine
227581550,Training,Pots and traps
227582000,Training,Trawler
227588930,Training,Passenger
227589000,Training,Trawler
227593840,Test,Trawler
227595150,Training,Trawler
227602490,Training,Passenger
227612990,Training,Pots and traps
227624440,Training,Trawler
227625350,Training,Trawler
227625380,Training,Trawler
227630880,Training,Trawler
227632830,Training,Pots and traps
227635680,Training,Purse seine
227650230,Training,Pots and traps
227708870,Training,Passenger
227741690,Training,Passenger
227756890,Training,Passenger
227758160,Training,Passenger
227785750,Training,Passenger
227802000,Training,Trawler
227820000,Training,Pots and traps
227822000,Training,Trawler
227835000,Training,Purse seine
227846000,Training,Purse seine
227853000,Training,Trawler
227867000,Training,Pots and traps
227873000,Training,Trawler
227897000,Training,Trawler
227904000,Training,Pots and traps
227905000,Test,Pots and traps
227909000,Test,Trawler
227931000,Training,Trawler
227936000,Training,Trawler
227939000,Training,Trawler
227981000,Training,Trawler
228009900,Training,Passenger
228014600,Training,Passenger
228040000,Training,Longliner
228051000,Test,Tug
228053700,Training,Passenger
228058000,Test,Tug
228060900,Training,Passenger
228065900,Training,Passenger
228069900,Training,Passenger
228083000,Training,Cargo/Tanker
228128000,Training,Purse seine
228136000,Training,Purse seine
228167000,Training,Purse seine
228168000,Training,Purse seine
228189900,Training,Purse seine
228203800,Training,Trawler
228216600,Training,Purse seine
228244700,Training,Passenger
228279800,Training,Passenger
228280000,Training,Purse seine
228287600,Training,Cargo/Tanker
228322800,Training,Supply
228322900,Training,Supply
228323600,Training,Supply
228323900,Training,Supply
228325700,Training,Supply
228325800,Training,Supply
228326600,Training,Supply
228329700,Training,Supply
228330700,Training,Cargo/Tanker
228338600,Training,Cargo/Tanker
228340900,Training,Cargo/Tanker
228353800,Training,Passenger
229136000,Training,Passenger
229193000,Test,Supply
229201000,Training,Cargo/Tanker
229219000,Training,Cargo/Tanker
229266000,Training,Cargo/Tanker
229294000,Training,Tug
229297000,Training,Supply
229395000,Training,Cargo/Tanker
229469000,Training,Cargo/Tanker
229524000,Training,Cargo/Tanker
229530000,Training,Cargo/Tanker
229601000,Test,Passenger
229790000,Training,Tug
229791000,Training,Tug
229801000,Training,Tug
229802000,Training,Tug
229824000,Training,Cargo/Tanker
229834000,Training,Passenger
229839000,Training,Tug
229840000,Training,Tug
229855000,Training,Passenger
229857000,Training,Passenger
229863000,Test,Passenger
229886000,Training,Passenger
229919000,Training,Passenger
229975000,Training,Tug
229983000,Training,Tug
230034210,Test,Trawler
230035100,Training,Trawler
230041650,Training,Passenger
230052950,Training,Trawler
230061850,Test,Trawler
230081250,Test,Tug
230122280,Training,Trawler
230915000,Training,Cargo/Tanker
230941040,Training,Trawler
230996190,Training,Trawler
231067000,Training,Supply
231076000,Training,Supply
231136000,Training,Cargo/Tanker
231295000,Training,Supply
231319000,Training,Passenger
231565000,Training,Cargo/Tanker
232003326,Training,Supply
232003327,Test,Supply
232003432,Training,Passenger
232003730,Training,Trawler
232003832,Test,Pots and traps
232004081,Training,Pots and traps
232004538,Training,Pots and traps
232004700,Training,Trawler
232004729,Training,Pots and traps
232004735,Training,Pots and traps
232004918,Training,Trawler
232004947,Training,Trawler
232005120,Test,Longliner
232005700,Training,Trawler
232005800,Training,Trawler
232006050,Training,Trawler
232006310,Training,Trawler
232006740,Training,Trawler
232006830,Training,Longliner
232006960,Training,Pots and traps
232007030,Test,Longliner
232007140,Training,Longliner
232007630,Training,Trawler
232008020,Training,Trawler
232223000,Training,Passenger
232328000,Training,Trawler
232480000,Training,Cargo/Tanker
232527000,Training,Supply
232747000,Training,Passenger
232808000,Training,Supply
233190000,Training,Trawler
233234000,Test,Cargo/Tanker
233296000,Training,Trawler
233308000,Training,Trawler
233486000,Training,Trawler
233826000,Training,Trawler
234014000,Training,Trawler
234340000,Training,Trawler
234781000,Training,Trawler
234889000,Training,Cargo/Tanker
234903000,Training,Trawler
234937000,Test,Trawler
234946562,Training,Trawler
234999060,Training,Trawler
235000270,Training,Trawler
235000476,Training,Trawler
235000640,Training,Pots and traps
235000670,Training,Trawler
235000676,Training,Trawler
235000743,Training,Trawler
235000843,Training,Trawler
235000897,Training,Trawler
235000900,Training,Trawler
235001140,Test,Pots and traps
235001270,Test,Pots and traps
235001390,Training,Trawler
235001428,Training,Trawler
235001440,Training,Trawler
235001620,Training,Pots and traps
235001766,Training,Trawler
235001800,Training,Pots and traps
235001810,Training,Trawler
235001841,Training,Pots and traps
235002007,Training,Tug
235002082,Training,Pots and traps
235002330,Training,Trawler
235002470,Training,Trawler
235002690,Training,Trawler
235002820,Training,Trawler
235002916,Test,Pots and traps
235003026,Training,Pots and traps
235003150,Training,Trawler
235003355,Training,Pots and traps
235003589,Training,Trawler
235003678,Training,Trawler
235003825,Training,Trawler
235003891,Test,Pots and traps
235003969,Training,Trawler
235004070,Training,Pots and traps
235004110,Training,Longliner
235004244,Test,Tug
235004290,Training,Trawler
235004300,Training,Trawler
235004378,Training,Pots and traps
235004476,Training,Pots and traps
235004690,Training,Trawler
235004730,Training,Trawler
235004900,Training,Trawler
235005319,Training,Trawler
235005771,Training,Passenger
235005900,Training,Trawler
235005969,Training,Passenger
235006480,Training,Pots and traps
235006880,Training,Longliner
235006941,Training,Trawler
235007070,Training,Trawler
235007080,Training,Trawler
235007143,Training,Pots and traps
235007575,Training,Trawler
235007960,Training,Trawler
235007968,Training,Pots and traps
235008020,Training,Trawler
235008380,Training,Pots and traps
235008860,Training,Trawler
235009020,Training,Cargo/Tanker
235009220,Training,Trawler
235010562,Training,Passenger
235011218,Training,Pots and traps
235011280,Training,Cargo/Tanker
235011319,Training,Trawler
235011580,Training,Cargo/Tanker
235011690,Training,Supply
235011770,Training,Passenger
235013031,Test,Pots and traps
235013196,Training,Pots and traps
235013871,Training,Trawler
235013957,Training,Trawler
235016753,Training,Passenger
235016927,Training,Passenger
235018531,Training,Passenger
235019072,Training,Trawler
235020111,Training,Pots and traps
235020423,Training,Trawler
235020456,Test,Passenger
235020797,Training,Pots and traps
235022573,Training,Passenger
235023713,Training,Pots and traps
235026354,Training,Trawler
235026358,Training,Pots and traps
235027329,Training,Passenger
235028625,Training,Passenger
235031017,Training,Trawler
235031151,Training,Trawler
235032253,Training,Passenger
235034565,Training,Pots and traps
235035779,Training,Passenger
235036622,Training,Passenger
235037363,Training,Trawler
235039383,Training,Pots and traps
235050032,Training,Cargo/Tanker
235050073,Training,Supply
235050365,Training,Trawler
235051022,Training,Trawler
235053516,Training,Passenger
235053629,Training,Passenger
235053755,Training,Tug
235053875,Training,Trawler
235055107,Test,Passenger
235055227,Training,Passenger
235055239,Training,Passenger
235055756,Training,Passenger
235057342,Training,Passenger
235057427,Training,Passenger
235057467,Training,Trawler
235057965,Training,Passenger
235058129,Training,Passenger
235058304,Training,Tug
235058325,Training,Supply
235059775,Training,Passenger
235059975,Training,Passenger
235060213,Training,Pots and traps
235060913,Training,Trawler
235060915,Training,Trawler
235063045,Test,Passenger
235063095,Training,Trawler
235063337,Test,Cargo/Tanker
235065047,Training,Pots and traps
235065689,Training,Passenger
235066893,Training,Pots and traps
235066953,Training,Cargo/Tanker
235067471,Training,Supply
235068085,Training,Cargo/Tanker
235068579,Training,Passenger
235068889,Training,Pots and traps
235069065,Training,Pots and traps
235069162,Training,Trawler
235069487,Training,Passenger
235069886,Training,Passenger
235069951,Training,Passenger
235070031,Training,Cargo/Tanker
235070169,Training,Pots and traps
235070436,Training,Pots and traps
235070716,Training,Cargo/Tanker
235070961,Test,Supply
235071582,Training,Pots and traps
235071779,Training,Pots and traps
235072088,Test,Cargo/Tanker
235072849,Training,Passenger
235073052,Test,Pots and traps
235073614,Training,Cargo/Tanker
235073635,Training,Passenger
235074584,Training,Supply
235074652,Training,Passenger
235075161,Training,Supply
235075874,Training,Supply
235075875,Training,Supply
235076683,Training,Tug
235076799,Training,Passenger
235077424,Training,Passenger
235077608,Training,Trawler
235078306,Training,Passenger
235078471,Training,Pots and traps
235078541,Training,Pots and traps
235078558,Training,Trawler
235081025,Training,Pots and traps
235081665,Training,Cargo/Tanker
235081915,Training,Pots and traps
235081957,Training,Cargo/Tanker
235082334,Training,Passenger
235083476,Training,Cargo/Tanker
235083542,Training,Supply
235084199,Training,Purse seine
235084268,Training,Tug
235085457,Training,Passenger
235085776,Training,Pots and traps
235086094,Training,Pots and traps
235086341,Training,Pots and traps
235087517,Training,Passenger
235089287,Training,Supply
235089496,Training,Trawler
235089665,Training,Trawler
235090415,Training,Pots and traps
235091655,Test,Passenger
235092375,Training,Pots and traps
235093789,Training,Passenger
235094268,Training,Supply
235094271,Training,Supply
235094273,Training,Supply
235095109,Training,Pots and traps
235095162,Training,Cargo/Tanker
235095487,Training,Supply
235095849,Training,Trawler
235096263,Test,Pots and traps
235096987,Training,Trawler
235097217,Test,Pots and traps
235097859,Training,Passenger
235099592,Test,Pots and traps
235099968,Test,Passenger
235100159,Training,Pots and traps
235100377,Training,Cargo/Tanker
235100546,Training,Passenger
235100752,Training,Passenger
235102173,Training,Passenger
235102659,Training,Supply
235102886,Training,Passenger
235103069,Training,Trawler
235103397,Training,Trawler
235103553,Training,Passenger
235104017,Training,Passenger
235105005,Training,Pots and traps
235105524,Training,Pots and traps
235105723,Training,Pots and traps
235105753,Training,Pots and traps
