mmsi,dataset,label
220223000,Test,Cargo/Tanker
220225000,Test,Trawler
220228000,Test,Trawler
220234000,Training,Cargo/Tanker
220236000,Training,Cargo/Tanker
220242000,Training,Trawler
220247000,Training,Trawler
220253000,Test,Cargo/Tanker
220256000,Training,Trawler
220257000,Test,Trawler
220279000,Test,Trawler
220283000,Test,Trawler
220284000,Training,Cargo/Tanker
220298000,Training,Cargo/Tanker
220301000,Training,Cargo/Tanker
220304000,Training,Trawler
220307000,Test,Trawler
220317000,Training,Trawler
220323000,Training,Trawler
220327000,Training,Trawler
220329000,Test,Trawler
220333000,Training,Trawler
220334000,Training,Trawler
220336000,Test,Trawler
220338000,Test,Trawler
220339000,Training,Trawler
220341000,Training,Trawler
220343000,Training,Trawler
220345000,Training,Trawler
220349000,Training,Trawler
220351000,Test,Trawler
220352000,Test,Trawler
220356000,Training,Trawler
220359000,Training,Trawler
220369000,Test,Trawler
220375000,Training,Trawler
220383000,Test,Trawler
220384000,Training,Cargo/Tanker
220453000,Training,Trawler
220461000,Test,Purse seine
220463790,Training,Longliner
220464000,Test,Cargo/Tanker
220482000,Training,Trawler
220507000,Training,Trawler
220514000,Test,Cargo/Tanker
220521000,Test,Cargo/Tanker
220544000,Training,Trawler
220545000,Test,Cargo/Tanker
220560000,Training,Cargo/Tanker
220596000,Test,Cargo/Tanker
220600000,Training,Cargo/Tanker
220609000,Test,Cargo/Tanker
220614000,Training,Cargo/Tanker
220616000,Test,Trawler
220628000,Training,Trawler
222222222,Training,Longliner
224000390,Training,Trawler
224001760,Training,Trawler
224002820,Test,Trawler
224003450,Test,Trawler
224003530,Test,Purse seine
224003580,Training,Purse seine
224004000,Training,Trawler
224004420,Test,Purse seine
224004530,Training,Trawler
224004680,Test,Purse seine
224004720,Training,Purse seine
224004770,Training,Purse seine
224004800,Training,Purse seine
224004950,Test,Trawler
224005190,Test,Trawler
224005220,Training,Trawler
224005270,Training,Trawler
224005540,Training,Trawler
224005590,Training,Trawler
224005790,Training,Longliner
224005830,Test,Purse seine
224005870,Test,Purse seine
224006570,Test,Purse seine
224006930,Training,Trawler
224006950,Training,Trawler
224007640,Test,Trawler
224007840,Training,Trawler
224008250,Test,Trawler
224008640,Training,Purse seine
224009000,Test,Trawler
224009240,Test,Trawler
224009250,Test,Trawler
224009750,Training,Purse seine
224009840,Test,Purse seine
224009880,Test,Trawler
224010000,Training,Longliner
224010590,Test,Purse seine
224010630,Training,Trawler
224010730,Training,Trawler
224010920,Test,Trawler
224010950,Test,Trawler
224010960,Training,Trawler
224010990,Test,Purse seine
224011130,Training,Purse seine
224011150,Training,Trawler
224011160,Training,Trawler
224011270,Training,Trawler
224011290,Test,Trawler
224011990,Training,Longliner
224012280,Training,Trawler
224012660,Training,Purse seine
224012850,Test,Purse seine
224012860,Training,Trawler
224012890,Test,Purse seine
224013020,Training,Trawler
224013050,Test,Trawler
224013090,Training,Trawler
224013220,Test,Trawler
224013460,Test,Trawler
224013710,Training,Trawler
224013780,Training,Trawler
224014120,Test,Trawler
224014210,Training,Trawler
224014270,Training,Trawler
224014440,Test,Trawler
224014460,Training,Trawler
224014490,Training,Trawler
224014550,Training,Trawler
224014850,Test,Purse seine
224014890,Test,Trawler
224015120,Test,Purse seine
224015220,Training,Purse seine
224015550,Training,Purse seine
224016000,Training,Longliner
224016530,Test,Longliner
224016630,Test,Purse seine
224016930,Test,Longliner
224017000,Training,Longliner
224017460,Training,Purse seine
224017830,Training,Longliner
224018260,Test,Purse seine
224018350,Training,Trawler
224018370,Test,Trawler
224018390,Test,Purse seine
224018440,Test,Longliner
224018460,Test,Purse seine
224018520,Test,Trawler
224018530,Training,Trawler
224018890,Training,Trawler
224019440,Training,Trawler
224019470,Training,Purse seine
224019630,Test,Purse seine
224019680,Test,Purse seine
224020000,Training,Longliner
224020170,Test,Longliner
224020220,Test,Trawler
224020230,Training,Longliner
224020390,Training,Purse seine
224020750,Test,Purse seine
224020790,Training,Longliner
224020840,Test,Purse seine
224020890,Test,Longliner
224020990,Test,Purse seine
224021270,Training,Trawler
224021340,Training,Purse seine
224021460,Test,Purse seine
224021550,Test,Purse seine
224021580,Test,Purse seine
224021630,Training,Trawler
224021640,Test,Purse seine
224021650,Training,Purse seine
224021820,Training,Longliner
224021860,Test,Trawler
224021940,Test,Purse seine
224022140,Training,Trawler
224022170,Training,Trawler
224022330,Test,Purse seine
224022490,Test,Purse seine
224022620,Training,Purse seine
224022730,Test,Purse seine
224022810,Training,Purse seine
224023480,Test,Purse seine
224023580,Training,Purse seine
224023970,Training,Purse seine
224024000,Training,Longliner
224024450,Training,Longliner
224024480,Training,Purse seine
224024540,Training,Purse seine
224025180,Test,Trawler
224025440,Test,Longliner
224025780,Test,Trawler
224025970,Test,Purse seine
224026480,Training,Trawler
224026690,Test,Trawler
224026780,Training,Purse seine
224026860,Training,Trawler
224027160,Training,Trawler
224027520,Test,Trawler
224027550,Training,Trawler
224027970,Test,Trawler
224028250,Test,Purse seine
224028550,Test,Purse seine
224029390,Training,Trawler
224029580,Test,Purse seine
224029760,Training,Longliner
224029830,Test,Purse seine
224030890,Training,Purse seine
224030980,Test,Trawler
224031680,Training,Purse seine
224031980,Test,Trawler
224031990,Training,Trawler
224032270,Training,Trawler
224032470,Training,Purse seine
224033000,Training,Trawler
224033380,Training,Purse seine
224040000,Training,Longliner
224040240,Training,Purse seine
224040260,Training,Purse seine
224040470,Training,Purse seine
224041240,Training,Trawler
224041540,Training,Purse seine
224042160,Training,Purse seine
224042650,Training,Trawler
224042740,Test,Purse seine
224042780,Test,Purse seine
224042880,Training,Purse seine
224043370,Training,Purse seine
224043560,Test,Longliner
224043730,Training,Trawler
224043770,Training,Trawler
224043850,Test,Trawler
224044170,Training,Trawler
224044230,Training,Trawler
224044240,Training,Trawler
224044370,Test,Trawler
224044840,Test,Trawler
224044870,Training,Longliner
224045150,Test,Trawler
224045180,Test,Trawler
224045260,Training,Longliner
224045880,Training,Purse seine
224045930,Training,Longliner
224046190,Test,Purse seine
224046360,Test,Purse seine
224046570,Test,Trawler
224046990,Training,Trawler
224047170,Test,Trawler
224047270,Test,Purse seine
224047360,Test,Trawler
224047430,Test,Trawler
224047490,Test,Trawler
224047870,Training,Trawler
224047990,Training,Longliner
224048150,Training,Longliner
224048290,Training,Trawler
224048840,Training,Purse seine
224048850,Training,Trawler
224048880,Training,Purse seine
224048990,Training,Trawler
224049140,Training,Trawler
224049160,Training,Trawler
224049260,Training,Purse seine
224049270,Training,Trawler
224049380,Training,Trawler
224049460,Training,Longliner
224049530,Test,Longliner
224049540,Test,Purse seine
224049550,Training,Trawler
224049630,Training,Longliner
224049640,Test,Trawler
224049650,Test,Purse seine
224049860,Training,Longliner
224050000,Training,Longliner
224050240,Test,Purse seine
224050450,Test,Trawler
224050530,Test,Trawler
224050560,Test,Purse seine
224050570,Training,Purse seine
224050850,Training,Purse seine
224051160,Test,Purse seine
224051190,Test,Trawler
224051330,Training,Trawler
224051350,Test,Longliner
224051560,Training,Purse seine
224051590,Training,Trawler
224051650,Training,Purse seine
224051690,Training,Trawler
224052340,Training,Trawler
224052350,Training,Purse seine
224052360,Training,Purse seine
224052370,Test,Longliner
224052380,Training,Longliner
224052460,Training,Purse seine
224052850,Test,Purse seine
224053240,Test,Trawler
224053530,Training,Purse seine
224054950,Training,Purse seine
224054990,Training,Trawler
224055240,Test,Longliner
224055330,Training,Trawler
224055450,Training,Purse seine
224055830,Test,Purse seine
224055870,Training,Trawler
224055940,Training,Trawler
224056130,Test,Trawler
224056170,Training,Purse seine
224056190,Training,Purse seine
224057000,Test,Trawler
224057130,Training,Trawler
224057370,Training,Longliner
224057890,Training,Purse seine
224057930,Training,Trawler
224057990,Test,Trawler
224058130,Test,Trawler
224059230,Test,Purse seine
224059860,Training,Purse seine
224060150,Test,Purse seine
224060290,Training,Trawler
224060680,Training,Purse seine
224060850,Training,Purse seine
224061430,Training,Purse seine
224062360,Training,Trawler
224063280,Training,Trawler
224063670,Test,Trawler
224063680,Test,Purse seine
224063780,Training,Purse seine
224065000,Training,Trawler
224065290,Training,Purse seine
224065430,Test,Trawler
224066570,Test,Trawler
224066580,Test,Longliner
224066630,Training,Trawler
224066650,Training,Trawler
224066830,Training,Longliner
224066890,Test,Trawler
224066970,Training,Trawler
224067130,Training,Longliner
224067470,Training,Trawler
224067580,Training,Trawler
224067670,Test,Trawler
224067690,Training,Trawler
224068000,Test,Longliner
224068290,Training,Trawler
224068340,Training,Trawler
224068470,Training,Trawler
224068480,Test,Trawler
224068490,Test,Trawler
224068650,Training,Trawler
224069130,Test,Longliner
224069140,Test,Trawler
224069550,Training,Purse seine
224069690,Test,Longliner
224069840,Training,Purse seine
224069850,Training,Purse seine
224069870,Training,Trawler
224069930,Training,Trawler
224069960,Training,Longliner
224069970,Training,Longliner
224070000,Training,Purse seine
224070140,Training,Trawler
224070150,Test,Trawler
224070170,Test,Trawler
224070230,Test,Trawler
224070240,Training,Trawler
224070380,Test,Trawler
224070440,Test,Trawler
224070490,Training,Trawler
224070630,Test,Trawler
224071000,Training,Longliner
224071730,Test,Trawler
224071740,Test,Trawler
224071870,Training,Trawler
224071880,Training,Trawler
224071970,Training,Trawler
224071980,Test,Purse seine
224072000,Test,Cargo/Tanker
224072140,Test,Trawler
224072190,Test,Trawler
224072280,Training,Longliner
224072430,Training,Purse seine
224072470,Training,Purse seine
224072690,Training,Trawler
224072760,Training,Purse seine
224072890,Test,Trawler
224072990,Test,Purse seine
224073290,Training,Purse seine
224073390,Training,Trawler
224073460,Test,Purse seine
224073560,Training,Trawler
224073580,Training,Purse seine
224073630,Test,Purse seine
224073650,Test,Purse seine
224073660,Test,Trawler
224073830,Test,Trawler
224073960,Test,Purse seine
224074650,Test,Purse seine
224074660,Test,Trawler
224074680,Training,Trawler
224074740,Training,Trawler
224074890,Test,Purse seine
224074980,Test,Purse seine
224075000,Test,Trawler
224075190,Training,Purse seine
224075280,Test,Trawler
224075480,Training,Trawler
224075930,Test,Trawler
224076000,Training,Longliner
224076190,Training,Purse seine
224076360,Training,Trawler
224076430,Test,Trawler
224076530,Test,Trawler
224076590,Training,Trawler
224076970,Test,Purse seine
224077140,Test,Purse seine
224077240,Training,Purse seine
224077380,Training,Trawler
224077440,Training,Purse seine
224077590,Training,Purse seine
224078290,Test,Purse seine
224078380,Training,Trawler
224078780,Training,Trawler
224078870,Test,Trawler
224079000,Test,Trawler
224079040,Test,Trawler
224079240,Test,Purse seine
224079440,Training,Purse seine
224079580,Test,Trawler
224079840,Training,Purse seine
224079860,Test,Trawler
224080230,Training,Trawler
224080370,Test,Longliner
224080680,Training,Trawler
224080860,Test,Purse seine
224080940,Test,Trawler
224080990,Test,Trawler
224081130,Training,Longliner
224081150,Training,Trawler
224081430,Training,Longliner
224081690,Training,Longliner
224081790,Test,Longliner
224081840,Test,Longliner
224082230,Training,Trawler
224082260,Training,Longliner
224082360,Training,Trawler
224082780,Training,Trawler
224082850,Training,Purse seine
224082870,Training,Purse seine
224083240,Training,Trawler
224083350,Training,Trawler
224083520,Training,Purse seine
224083590,Training,Longliner
224083790,Training,Trawler
224084460,Training,Trawler
224084520,Test,Trawler
224085120,Training,Purse seine
224085130,Test,Trawler
224085250,Training,Purse seine
224085260,Training,Purse seine
224085290,Test,Trawler
224085560,Test,Purse seine
224085930,Test,Trawler
224086000,Test,Trawler
224086130,Test,Purse seine
224086550,Training,Trawler
224086630,Test,Trawler
224086640,Test,Trawler
224086740,Test,Purse seine
224086780,Training,Purse seine
224087000,Test,Trawler
224087230,Test,Trawler
224087260,Test,Purse seine
224087340,Test,Trawler
224087460,Test,Trawler
224087530,Training,Trawler
224087540,Training,Trawler
224087790,Training,Purse seine
224087870,Training,Trawler
224088000,Training,Purse seine
224088280,Training,Trawler
224088370,Training,Trawler
224088740,Training,Purse seine
224088940,Test,Trawler
224089000,Test,Purse seine
224089260,Training,Trawler
224089290,Test,Trawler
224089490,Training,Trawler
224090290,Training,Purse seine
224090880,Training,Purse seine
224091680,Training,Trawler
224092130,Training,Trawler
224092140,Training,Trawler
224092730,Test,Trawler
224092830,Training,Trawler
224092850,Training,Purse seine
224093320,Training,Trawler
224093360,Test,Trawler
224093430,Training,Trawler
224093450,Test,Trawler
224093460,Training,Trawler
224093680,Training,Trawler
224093750,Training,Trawler
224093890,Test,Trawler
224094480,Training,Trawler
224094520,Training,Longliner
224094570,Test,Trawler
224094660,Training,Trawler
224094770,Test,Longliner
224095140,Training,Trawler
224095230,Training,Trawler
224095240,Training,Purse seine
224095390,Training,Trawler
224095430,Test,Trawler
224095660,Test,Trawler
224095950,Test,Trawler
224096140,Training,Trawler
224096290,Test,Trawler
224096320,Training,Trawler
224096480,Training,Trawler
224096580,Training,Trawler
224096770,Test,Purse seine
224096830,Training,Purse seine
224096840,Training,Longliner
224096930,Training,Trawler
224096950,Training,Trawler
224097160,Training,Trawler
224097670,Test,Trawler
224097970,Test,Trawler
224098250,Training,Longliner
224098420,Training,Longliner
224098640,Training,Longliner
224098760,Training,Purse seine
224098780,Training,Purse seine
224098930,Training,Purse seine
224099270,Training,Trawler
224099450,Training,Longliner
224099470,Test,Longliner
224099560,Test,Longliner
224099940,Training,Trawler
224100120,Training,Purse seine
224100160,Training,Purse seine
224100180,Training,Trawler
224100190,Training,Trawler
224100230,Test,Trawler
224100530,Training,Longliner
224100590,Training,Purse seine
224100920,Training,Purse seine
224101750,Training,Trawler
224101860,Training,Purse seine
224101930,Test,Cargo/Tanker
224101940,Training,Longliner
224101950,Training,Longliner
224101970,Training,Purse seine
224101980,Training,Purse seine
224102000,Training,Purse seine
224102280,Training,Trawler
224102530,Test,Purse seine
224102850,Training,Trawler
224102950,Training,Purse seine
224103270,Test,Trawler
224103490,Training,Trawler
224103570,Training,Purse seine
224103720,Training,Trawler
224103750,Training,Purse seine
224103760,Training,Purse seine
224103970,Test,Longliner
224104170,Training,Trawler
224104180,Training,Trawler
224104240,Test,Trawler
224104340,Test,Purse seine
224104380,Test,Trawler
224104420,Test,Purse seine
224104430,Training,Trawler
224104450,Training,Purse seine
224104540,Test,Purse seine
224104640,Test,Purse seine
224104820,Training,Purse seine
224104960,Test,Purse seine
224104990,Training,Trawler
224105000,Training,Trawler
224105460,Training,Trawler
224105580,Test,Purse seine
224105890,Training,Purse seine
224105920,Training,Trawler
224106000,Training,Trawler
224106130,Training,Longliner
224106140,Test,Purse seine
224106190,Test,Trawler
224106240,Test,Trawler
224106260,Test,Purse seine
224106440,Training,Purse seine
224106650,Test,Purse seine
224106840,Test,Trawler
224106860,Training,Trawler
224106940,Training,Purse seine
224106950,Training,Purse seine
224107250,Test,Trawler
224107280,Test,Trawler
224107670,Test,Purse seine
224107760,Training,Trawler
224107960,Training,Trawler
224107990,Test,Purse seine
224108000,Training,Longliner
224108450,Training,Purse seine
224108670,Test,Purse seine
224110000,Training,Longliner
224110320,Test,Longliner
224111190,Training,Trawler
224111750,Training,Trawler
224111960,Test,Trawler
224113270,Test,Longliner
224114130,Training,Trawler
224114570,Test,Purse seine
224114650,Test,Purse seine
224114750,Training,Longliner
224114990,Training,Purse seine
224115170,Test,Trawler
224115790,Test,Purse seine
224115880,Test,Longliner
224116380,Test,Longliner
224116420,Test,Purse seine
224116790,Test,Purse seine
224117340,Test,Trawler
224117580,Training,Trawler
224118650,Training,Purse seine
224119550,Test,Purse seine
224119680,Training,Trawler
224120000,Test,Longliner
224120840,Test,Longliner
224120850,Training,Longliner
224121650,Test,Trawler
224121760,Test,Trawler
224122000,Test,Longliner
224122570,Test,Trawler
224122930,Test,Trawler
224123370,Training,Trawler
224123490,Test,Trawler
224123580,Training,Trawler
224123720,Training,Trawler
224123730,Training,Trawler
224124190,Test,Purse seine
224124260,Training,Trawler
224125140,Training,Trawler
224125630,Training,Trawler
224125920,Training,Trawler
224126630,Test,Trawler
224126930,Training,Trawler
224127360,Test,Trawler
224127540,Test,Trawler
224127820,Test,Cargo/Tanker
224128190,Training,Trawler
224128230,Training,Trawler
224128930,Test,Purse seine
224128940,Training,Trawler
224129890,Training,Trawler
224130000,Training,Longliner
224130750,Training,Trawler
224130870,Training,Longliner
