mmsi,fishing,label,sublabel,length,tonnage,list_sources
205331000,Fishing,,,,,itu
205333000,Fishing,Trawlers,,37.719999999999999,396.0,eu;itu
205334890,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205335000,Fishing,,,,,itu
205335490,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205336000,Fishing,Trawlers,,23.829999999999998,140.0,eu;itu
205338490,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205340000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205340890,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205344000,Fishing,,,,,itu
205344390,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205345000,Fishing,Trawlers,,37.810000000000002,385.0,eu;itu
205346000,Fishing,Trawlers,,23.989999999999998,102.0,eu
205346790,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205347300,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205349890,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205351390,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205356700,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205358810,Non-fishing,Passenger,Sailing,,,itu_nonfishing
205359000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205360090,Non-fishing,Tug/Pilot/Supply,Tug,,,five24;tugs
205360290,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205361390,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205364790,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205364990,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205369090,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205369390,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205370590,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205372190,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205372490,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205381890,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205390790,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205391990,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205393000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205393190,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205394390,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205396000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205397000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205402090,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205402790,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205414000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205415000,Non-fishing,Tug/Pilot/Supply,Tug,,,five24;itu_nonfishing;tugs
205415690,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205416000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205417000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205419690,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205421290,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205423290,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205434190,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205435990,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205443710,Non-fishing,Passenger,Sailing,,,five24
205448890,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205450000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205450690,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205451000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205452000,Non-fishing,Passenger,,,,itu_nonfishing
205452690,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205453000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205453690,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205454000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205455590,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205457590,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205461000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205462000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205464990,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205466000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205467000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205468000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205469190,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205471090,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205475000,Non-fishing,Tug/Pilot/Supply,Tug,,,five24;tugs
205475290,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205476000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205476390,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205477290,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205480000,Non-fishing,Passenger,,,,itu_nonfishing
205483000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205484000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205486000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205488290,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205490090,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205491290,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205492690,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205495690,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205498000,Fishing,,,,24.0,itu
205498490,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205501290,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205502390,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205503990,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205504390,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205505090,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205505590,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205505790,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205508590,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205509000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205509290,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205513690,Non-fishing,Passenger,,,,five24
205513890,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205513990,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205514990,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205515190,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
205532000,Fishing,Trawlers,,23.969999999999999,100.0,eu
205539000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
205541000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205545000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205546000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205548000,Non-fishing,Cargo/Tanker,Tanker,,,kristina
205550000,Fishing,,,,199.0,itu
205558000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205565000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205566000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205575000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205586000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205595000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205596910,Non-fishing,Passenger,,,,alex
205600000,Non-fishing,Passenger,,,,itu_nonfishing
205618000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205619000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205621000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205626000,Non-fishing,Tug/Pilot/Supply,Tug,,,five24;itu_nonfishing;tugs
205627000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205628000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205632000,Fishing,Trawlers,,19.039999999999999,44.0,eu;itu
205634000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205636000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205642000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205644000,Non-fishing,Tug/Pilot/Supply,Tug,,,itu_nonfishing
205679000,Fishing,,,,128.0,itu
205788510,Non-fishing,Passenger,Sailing,,,kristina
205797010,Non-fishing,Passenger,Sailing,,,five24
205831310,Non-fishing,Passenger,Sailing,,,kristina
205844210,Non-fishing,Passenger,Sailing,,,kristina
205881910,Non-fishing,Passenger,Sailing,,,five24
205982110,Non-fishing,Passenger,Sailing,,,itu_nonfishing
205982210,Non-fishing,Passenger,Sailing,,,itu_nonfishing
205982310,Non-fishing,Passenger,Sailing,,,itu_nonfishing
205982410,Non-fishing,Passenger,Sailing,,,itu_nonfishing
205995000,Fishing,Trawlers,,19.100000000000001,57.0,eu
207133000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
207293000,Fishing,,,19.399999999999999,46.0,eu
207326000,Fishing,Set gear,Set gillnets,15.970000000000001,19.739999999999998,eu
207343400,Fishing,,,13.85,20.0,eu
207420000,Fishing,Trawlers,,25.5,117.36,eu
207421000,Fishing,,,25.5,117.36,eu
207422000,Fishing,Trawlers,,25.5,117.36,eu
207424000,Fishing,,,25.5,117.36,eu
207426000,Fishing,,,25.449999999999999,117.36,eu
207427000,Fishing,,,25.129999999999999,98.859999999999999,eu
207428000,Fishing,Trawlers,,25.449999999999999,117.36,eu
207429000,Fishing,,,19.75,39.799999999999997,eu
207822280,Fishing,,,22.5,83.200000000000003,eu
207822570,Fishing,Trawlers,,18.0,37.740000000000002,eu
207822580,Fishing,,,15.699999999999999,18.23,eu
207822650,Fishing,Trawlers,,23.75,86.980000000000004,eu
207822660,Fishing,,,25.5,117.36,eu
207822670,Fishing,,,25.5,117.36,eu
207822750,Fishing,,,17.149999999999999,30.0,eu
207823230,Fishing,Set gear,Set gillnets,23.800000000000001,58.700000000000003,eu
207824340,Fishing,,,14.5,17.399999999999999,eu
207824680,Fishing,,,17.23,36.32,eu
207824690,Fishing,Trawlers,,15.199999999999999,39.060000000000002,eu
207824740,Fishing,,,17.300000000000001,38.259999999999998,eu
207826760,Fishing,,,17.0,20.370000000000001,eu
207827320,Fishing,,,27.199999999999999,78.609999999999999,eu
207827350,Fishing,,,15.73,19.739999999999998,eu
207827450,Fishing,,,10.300000000000001,6.5700000000000003,eu
207827490,Fishing,,,21.100000000000001,32.0,eu
207827790,Fishing,,,21.140000000000001,32.0,eu
207827920,Fishing,,,12.58,24.460000000000001,eu
207828530,Fishing,,,21.100000000000001,34.0,eu
207828790,Fishing,,,21.100000000000001,34.0,eu
207828930,Fishing,,,20.699999999999999,33.0,eu
207829280,Fishing,,,25.0,76.329999999999998,eu
207829360,Fishing,,,14.949999999999999,24.620000000000001,eu
207829440,Fishing,,,16.300000000000001,19.66,eu
207829520,Fishing,,,14.0,15.789999999999999,eu
207829550,Fishing,,,20.699999999999999,36.0,eu
207829660,Fishing,,,21.0,31.760000000000002,eu
207829790,Fishing,,,10.6,8.8100000000000005,eu
207832280,Fishing,,,16.5,31.93,eu
207832390,Non-fishing,Passenger,Sailing,,,five24
207833240,Fishing,,,12.0,22.66,eu
207882640,Fishing,Trawlers,,22.5,54.420000000000002,eu
209047000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209074000,Non-fishing,Passenger,,,,five24
209108000,Non-fishing,Seismic vessel,,,,seismic
209122000,Non-fishing,Passenger,,,,five24
209177000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209188000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
209191000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209204000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209212000,Fishing,Trawlers,,24.399999999999999,115.0,eu
209232000,Fishing,,,25.399999999999999,82.0,eu
209243000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209250000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
209300000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209322000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209353000,Fishing,Trawlers,,25.649999999999999,100.56,clav;eu
209355000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
209361000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209375000,Non-fishing,Passenger,,,,five24
209380000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209394000,Non-fishing,Cargo/Tanker,Tanker,,,kristina
209465000,Fishing,,,21.300000000000001,80.0,eu
209486000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
209499000,Fishing,Trawlers,,27.800000000000001,128.0,eu
209587000,Non-fishing,Seismic vessel,,,,seismic
209627000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209632000,Non-fishing,Cargo/Tanker,Tanker,,,kristina
209719000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209724000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209777000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209792000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209840000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
209896000,Non-fishing,Passenger,,,,five24
209979000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
210001000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
210008000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
210035000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
210101000,Fishing,,,,45.0,itu
210122000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
210137000,Non-fishing,Cargo/Tanker,Tanker,,,kristina
210228000,Non-fishing,Seismic vessel,,,,seismic
210282000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
210333000,Non-fishing,Cargo/Tanker,Tanker,,,kristina
210347000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
210380000,Fishing,Trawlers,,27.199999999999999,105.0,eu
210409000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
210412000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
210439000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
210449000,Non-fishing,Cargo/Tanker,Tanker,,,kristina
210460000,Fishing,Drifting longlines,,26.5,108.0,eu
210473000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
210490000,Non-fishing,Cargo/Tanker,Tanker,,,kristina
210505000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
210582000,Non-fishing,Seismic vessel,,,,seismic
210595000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
210713000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
210716000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
210732000,Fishing,Trawlers,,25.469999999999999,127.0,eu
210786000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
210894000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
210924000,Fishing,,,13.789999999999999,19.34,eu
210928000,Fishing,,,13.539999999999999,18.16,eu
210975000,Fishing,,,15.9,36.0,eu
211101000,Fishing,Trawlers,,45.539999999999999,345.0,eu
211103000,Fishing,Trawlers,,34.149999999999999,135.0,eu
211104000,Fishing,Trawlers,,22.559999999999999,61.0,eu
211105000,Fishing,Trawlers,,35.149999999999999,193.0,eu
211106000,Fishing,Set gear,Set gillnets,18.27,51.0,eu
211115000,Fishing,Trawlers,,43.420000000000002,419.0,eu
211118960,Non-fishing,Passenger,Sailing,,,kristina
211123610,Non-fishing,Passenger,,,,alex
211125000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
211128000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
211131000,Fishing,Trawlers,,19.039999999999999,41.0,eu
211140000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
211141000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211149170,Non-fishing,Passenger,,,,alex
211149890,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
211152000,Fishing,Trawlers,,14.970000000000001,23.0,eu
211154000,Fishing,Trawlers,,15.140000000000001,22.0,eu
211155000,Fishing,Trawlers,,16.960000000000001,38.0,eu
211156000,Fishing,Trawlers,,16.27,35.0,eu
211157000,Fishing,Trawlers,,17.120000000000001,43.0,eu
211158000,Fishing,Trawlers,,16.170000000000002,35.0,eu
211159000,Fishing,Trawlers,,19.899999999999999,55.0,eu;itu
211159560,Fishing,,,,,itu
211161000,Fishing,Trawlers,,17.27,41.0,eu
211162000,Fishing,Trawlers,,15.960000000000001,22.0,eu
211163000,Fishing,Trawlers,,15.970000000000001,25.0,eu
211163700,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
211164000,Fishing,Trawlers,,15.65,27.0,eu
211166000,Fishing,Trawlers,,16.73,35.0,eu
211168000,Fishing,Trawlers,,16.719999999999999,35.0,eu
211169130,Non-fishing,Passenger,,,,river
211170000,Fishing,Trawlers,,16.969999999999999,45.0,eu
211174000,Fishing,Trawlers,,16.109999999999999,35.0,eu
211174890,Non-fishing,Passenger,,,,alex
211176000,Fishing,Trawlers,,17.0,46.0,eu
211178650,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
211180000,Fishing,Trawlers,,15.550000000000001,26.0,eu
211180600,Non-fishing,Passenger,Sailing,,,kristina
211180740,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
211180750,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
211182000,Fishing,Trawlers,,16.010000000000002,37.0,eu
211187000,Fishing,,,15.58,21.0,eu
211187040,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211189490,Non-fishing,Passenger,,,,alex
211191000,Fishing,Trawlers,,15.08,26.0,eu
211192000,Fishing,Trawlers,,18.199999999999999,36.0,eu
211193000,Fishing,Trawlers,,17.5,35.0,eu
211196000,Fishing,Trawlers,,16.649999999999999,43.0,eu
211198000,Fishing,Trawlers,,17.640000000000001,36.0,eu
211199000,Fishing,Trawlers,,16.98,46.0,eu
211202770,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211206910,Non-fishing,Passenger,Sailing,,,kristina
211207270,Fishing,Trawlers,,92.010000000000005,3071.0,eu;kristina
211207760,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
211209290,Non-fishing,Passenger,,,,five24
211212630,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
211214200,Fishing,Trawlers,,81.319999999999993,1825.0,eu;kristina
211214670,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
211214990,Fishing,Trawlers,,35.079999999999998,425.0,eu
211216660,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211219240,Non-fishing,Passenger,Sailing,,,five24
211221440,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211224560,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211225410,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211225620,Non-fishing,Tug/Pilot/Supply,Pilot,,,five24
211226860,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211227270,Non-fishing,Passenger,,,,five24
211227510,Fishing,Trawlers,,40.090000000000003,492.0,eu
211228200,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
211231300,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211231780,Non-fishing,Passenger,,,,five24
211232180,Non-fishing,Passenger,,,,alex
211232350,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211232810,Fishing,,,16.399999999999999,34.0,eu
211232850,Fishing,Set gear,Set gillnets,31.02,148.0,eu
211234480,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211235880,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211238930,Fishing,Trawlers,,116.7,7278.0,clav;eu
211241240,Fishing,Trawlers,,23.899999999999999,159.0,eu
211243240,Fishing,Trawlers,,25.699999999999999,140.0,eu
211245680,Fishing,Trawlers,,20.870000000000001,65.0,eu
211245890,Fishing,Trawlers,,32.899999999999999,269.0,eu
211256380,Non-fishing,Cargo/Tanker,Cargo,,,kristina
211259270,Fishing,Trawlers,,14.970000000000001,34.0,eu
211265530,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211265640,Fishing,Trawlers,,18.760000000000002,40.0,eu
211267780,Fishing,Trawlers,,30.34,261.0,eu
211270480,Fishing,Trawlers,,36.280000000000001,269.0,eu
211271330,Fishing,Trawlers,,23.960000000000001,167.0,eu
211272400,Fishing,Trawlers,,18.510000000000002,43.0,eu
211279120,Fishing,Trawlers,,23.890000000000001,159.0,eu
211280810,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
211282410,Fishing,Trawlers,,43.380000000000003,377.0,eu
211282560,Fishing,Trawlers,,40.219999999999999,455.0,eu
211284350,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211285880,Fishing,Set gear,Set longlines,32.359999999999999,265.0,eu
211286380,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
211286440,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211286500,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
211287590,Fishing,Trawlers,,19.0,68.0,eu
211288860,Fishing,Trawlers,,23.300000000000001,83.0,eu
211290000,Fishing,Trawlers,,22.82,82.0,eu;itu
211291170,Non-fishing,Passenger,,,,five24
211292280,Fishing,Trawlers,,20.649999999999999,53.0,eu
211294080,Non-fishing,Passenger,Sailing,,,five24
211294100,Fishing,Trawlers,,18.219999999999999,44.0,eu
211297990,Non-fishing,Passenger,,,,five24
211298640,Fishing,Trawlers,,40.259999999999998,459.0,eu
211305290,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
211306370,Non-fishing,Passenger,Sailing,,,five24
211307520,Fishing,Trawlers,,18.949999999999999,71.0,eu;itu
211310410,Fishing,Trawlers,,18.079999999999998,46.0,eu
211312240,Fishing,Trawlers,,23.98,167.0,eu
211313600,Fishing,Set gear,Set longlines,27.77,196.0,eu
211313780,Fishing,Trawlers,,18.91,43.0,eu
211314320,Fishing,Set gear,Set longlines,26.719999999999999,183.0,eu
211314450,Fishing,Trawlers,,30.280000000000001,299.0,eu
211314600,Fishing,Trawlers,,16.649999999999999,38.0,eu
211314800,Fishing,Trawlers,,22.850000000000001,132.0,eu
211314880,Fishing,Trawlers,,18.43,40.0,eu
211314890,Fishing,Trawlers,,23.98,88.0,eu
211314990,Fishing,Trawlers,,19.690000000000001,50.0,eu;itu
211315220,Fishing,Trawlers,,18.850000000000001,39.0,eu
211315230,Fishing,,,11.83,15.0,eu
211315540,Fishing,Trawlers,,41.82,446.0,eu
211315620,Fishing,,,23.690000000000001,59.0,eu
211315630,Fishing,Trawlers,,22.449999999999999,101.0,eu
211315750,Fishing,Trawlers,,26.449999999999999,126.0,eu
